Date;Heure;Type;Nom;Disponibilite;Capacite;Statut;Latitude;Longitude
28/12/2025;12:23:54;Voiture;Antigone;169;239;Open;43.60871606;3.88881893
28/12/2025;12:23:54;Voiture;Comedie;374;664;Open;43.60856092;3.87976196
28/12/2025;12:23:54;Voiture;Corum;312;480;Open;43.61388821;3.88225773
28/12/2025;12:23:54;Voiture;Europa;495;591;Open;43.60784971;3.89253074
28/12/2025;12:23:54;Voiture;Foch;553;620;Open;43.61074912;3.87657084
28/12/2025;12:23:54;Voiture;Gambetta;185;452;Open;43.60695138;3.87137436
28/12/2025;12:23:54;Voiture;Gare;440;656;Open;43.604024;3.87891
28/12/2025;12:23:54;Voiture;Triangle;328;434;Open;43.60923384;3.88184418
28/12/2025;12:23:54;Voiture;Pitot;450;590;Open;43.61224494;3.87019117
28/12/2025;12:23:54;Voiture;Circe;1005;1200;Open;43.60495377;3.9178495
28/12/2025;12:23:54;Voiture;Garcia Lorca;380;400;Open;43.59098509;3.8907158
28/12/2025;12:23:54;Voiture;Mosson;111;328;Open;43.61623716;3.81966554
28/12/2025;12:23:54;Voiture;Sabines;173;285;Open;43.58383263;3.8602246
28/12/2025;12:23:54;Voiture;Sablassou;281;379;Open;43.63419194;3.92229536
28/12/2025;12:23:54;Voiture;Saint Jean Le Sec;240;285;Open;43.57082225;3.8379312
28/12/2025;12:23:54;Voiture;Euromedecine;187;239;Open;43.63895359;3.82772365
28/12/2025;12:23:54;Voiture;Occitanie;549;615;Open;43.63456232;3.84859796
28/12/2025;12:23:54;Voiture;Vicarello;54;64;Open;43.63286;3.898411
28/12/2025;12:23:54;Voiture;Gaumont EST;74;109;Open;43.604526;3.91529
28/12/2025;12:23:54;Voiture;Gaumont OUEST;5;250;Open;43.604824;3.914158
28/12/2025;12:23:54;Voiture;Charles de Gaulle;169;260;Open;43.6285421;3.8977621
28/12/2025;12:23:54;Voiture;Polygone;1341;1911;Open;43.607697;3.88515
28/12/2025;12:23:54;Voiture;Arc de Triomphe;133;440;Open;43.61100267;3.8732007
28/12/2025;12:23:54;Voiture;Gaumont-Circe;199;500;Open;43.60495377;3.9178495
28/12/2025;12:33:54;Voiture;Antigone;169;239;Open;43.60871606;3.88881893
28/12/2025;12:33:54;Voiture;Comedie;364;664;Open;43.60856092;3.87976196
28/12/2025;12:33:54;Voiture;Corum;306;480;Open;43.61388821;3.88225773
28/12/2025;12:33:54;Voiture;Europa;495;591;Open;43.60784971;3.89253074
28/12/2025;12:33:54;Voiture;Foch;548;620;Open;43.61074912;3.87657084
28/12/2025;12:33:54;Voiture;Gambetta;186;452;Open;43.60695138;3.87137436
28/12/2025;12:33:54;Voiture;Gare;434;656;Open;43.604024;3.87891
28/12/2025;12:33:54;Voiture;Triangle;327;434;Open;43.60923384;3.88184418
28/12/2025;12:33:54;Voiture;Pitot;447;590;Open;43.61224494;3.87019117
28/12/2025;12:33:54;Voiture;Circe;997;1200;Open;43.60495377;3.9178495
28/12/2025;12:33:54;Voiture;Garcia Lorca;378;400;Open;43.59098509;3.8907158
28/12/2025;12:33:54;Voiture;Mosson;160;328;Open;43.61623716;3.81966554
28/12/2025;12:33:54;Voiture;Sabines;171;285;Open;43.58383263;3.8602246
28/12/2025;12:33:54;Voiture;Sablassou;279;379;Open;43.63419194;3.92229536
28/12/2025;12:33:54;Voiture;Saint Jean Le Sec;239;285;Open;43.57082225;3.8379312
28/12/2025;12:33:54;Voiture;Euromedecine;186;239;Open;43.63895359;3.82772365
28/12/2025;12:33:54;Voiture;Occitanie;548;615;Open;43.63456232;3.84859796
28/12/2025;12:33:54;Voiture;Vicarello;54;64;Open;43.63286;3.898411
28/12/2025;12:33:54;Voiture;Gaumont EST;74;109;Open;43.604526;3.91529
28/12/2025;12:33:54;Voiture;Gaumont OUEST;5;250;Open;43.604824;3.914158
28/12/2025;12:33:54;Voiture;Charles de Gaulle;169;260;Open;43.6285421;3.8977621
28/12/2025;12:33:54;Voiture;Polygone;1333;1911;Open;43.607697;3.88515
28/12/2025;12:33:54;Voiture;Arc de Triomphe;134;440;Open;43.61100267;3.8732007
28/12/2025;12:33:54;Voiture;Gaumont-Circe;199;500;Open;43.60495377;3.9178495
28/12/2025;12:43:54;Voiture;Antigone;169;239;Open;43.60871606;3.88881893
28/12/2025;12:43:54;Voiture;Comedie;361;664;Open;43.60856092;3.87976196
28/12/2025;12:43:54;Voiture;Corum;305;480;Open;43.61388821;3.88225773
28/12/2025;12:43:54;Voiture;Europa;496;591;Open;43.60784971;3.89253074
28/12/2025;12:43:54;Voiture;Foch;550;620;Open;43.61074912;3.87657084
28/12/2025;12:43:54;Voiture;Gambetta;184;452;Open;43.60695138;3.87137436
28/12/2025;12:43:54;Voiture;Gare;426;656;Open;43.604024;3.87891
28/12/2025;12:43:54;Voiture;Triangle;325;434;Open;43.60923384;3.88184418
28/12/2025;12:43:54;Voiture;Pitot;443;590;Open;43.61224494;3.87019117
28/12/2025;12:43:54;Voiture;Circe;994;1200;Open;43.60495377;3.9178495
28/12/2025;12:43:54;Voiture;Garcia Lorca;378;400;Open;43.59098509;3.8907158
28/12/2025;12:43:54;Voiture;Mosson;169;328;Open;43.61623716;3.81966554
28/12/2025;12:43:54;Voiture;Sabines;166;285;Open;43.58383263;3.8602246
28/12/2025;12:43:54;Voiture;Sablassou;278;379;Open;43.63419194;3.92229536
28/12/2025;12:43:54;Voiture;Saint Jean Le Sec;239;285;Open;43.57082225;3.8379312
28/12/2025;12:43:54;Voiture;Euromedecine;186;239;Open;43.63895359;3.82772365
28/12/2025;12:43:54;Voiture;Occitanie;547;615;Open;43.63456232;3.84859796
28/12/2025;12:43:54;Voiture;Vicarello;54;64;Open;43.63286;3.898411
28/12/2025;12:43:54;Voiture;Gaumont EST;74;109;Open;43.604526;3.91529
28/12/2025;12:43:54;Voiture;Gaumont OUEST;5;250;Open;43.604824;3.914158
28/12/2025;12:43:54;Voiture;Charles de Gaulle;169;260;Open;43.6285421;3.8977621
28/12/2025;12:43:54;Voiture;Polygone;1308;1911;Open;43.607697;3.88515
28/12/2025;12:43:54;Voiture;Arc de Triomphe;134;440;Open;43.61100267;3.8732007
28/12/2025;12:43:54;Voiture;Gaumont-Circe;199;500;Open;43.60495377;3.9178495
28/12/2025;12:53:54;Voiture;Antigone;168;239;Open;43.60871606;3.88881893
28/12/2025;12:53:54;Voiture;Comedie;361;664;Open;43.60856092;3.87976196
28/12/2025;12:53:54;Voiture;Corum;305;480;Open;43.61388821;3.88225773
28/12/2025;12:53:54;Voiture;Europa;497;591;Open;43.60784971;3.89253074
28/12/2025;12:53:54;Voiture;Foch;548;620;Open;43.61074912;3.87657084
28/12/2025;12:53:54;Voiture;Gambetta;184;452;Open;43.60695138;3.87137436
28/12/2025;12:53:54;Voiture;Gare;419;656;Open;43.604024;3.87891
28/12/2025;12:53:54;Voiture;Triangle;321;434;Open;43.60923384;3.88184418
28/12/2025;12:53:54;Voiture;Pitot;435;590;Open;43.61224494;3.87019117
28/12/2025;12:53:54;Voiture;Circe;991;1200;Open;43.60495377;3.9178495
28/12/2025;12:53:54;Voiture;Garcia Lorca;378;400;Open;43.59098509;3.8907158
28/12/2025;12:53:54;Voiture;Mosson;200;328;Open;43.61623716;3.81966554
28/12/2025;12:53:54;Voiture;Sabines;173;285;Open;43.58383263;3.8602246
28/12/2025;12:53:54;Voiture;Sablassou;278;379;Open;43.63419194;3.92229536
28/12/2025;12:53:54;Voiture;Saint Jean Le Sec;239;285;Open;43.57082225;3.8379312
28/12/2025;12:53:54;Voiture;Euromedecine;186;239;Open;43.63895359;3.82772365
28/12/2025;12:53:54;Voiture;Occitanie;546;615;Open;43.63456232;3.84859796
28/12/2025;12:53:54;Voiture;Vicarello;51;64;Open;43.63286;3.898411
28/12/2025;12:53:54;Voiture;Gaumont EST;74;109;Open;43.604526;3.91529
28/12/2025;12:53:54;Voiture;Gaumont OUEST;5;250;Open;43.604824;3.914158
28/12/2025;12:53:54;Voiture;Charles de Gaulle;169;260;Open;43.6285421;3.8977621
28/12/2025;12:53:54;Voiture;Polygone;1292;1911;Open;43.607697;3.88515
28/12/2025;12:53:54;Voiture;Arc de Triomphe;137;440;Open;43.61100267;3.8732007
28/12/2025;12:53:54;Voiture;Gaumont-Circe;199;500;Open;43.60495377;3.9178495
28/12/2025;13:13:54;Voiture;Antigone;167;239;Open;43.60871606;3.88881893
28/12/2025;13:13:54;Voiture;Comedie;353;664;Open;43.60856092;3.87976196
28/12/2025;13:13:54;Voiture;Corum;303;480;Open;43.61388821;3.88225773
28/12/2025;13:13:54;Voiture;Europa;497;591;Open;43.60784971;3.89253074
28/12/2025;13:13:54;Voiture;Foch;538;620;Open;43.61074912;3.87657084
28/12/2025;13:13:54;Voiture;Gambetta;190;452;Open;43.60695138;3.87137436
28/12/2025;13:13:54;Voiture;Gare;393;656;Open;43.604024;3.87891
28/12/2025;13:13:54;Voiture;Triangle;321;434;Open;43.60923384;3.88184418
28/12/2025;13:13:54;Voiture;Pitot;425;590;Open;43.61224494;3.87019117
28/12/2025;13:13:54;Voiture;Circe;982;1200;Open;43.60495377;3.9178495
28/12/2025;13:13:54;Voiture;Garcia Lorca;379;400;Open;43.59098509;3.8907158
28/12/2025;13:13:54;Voiture;Mosson;253;328;Open;43.61623716;3.81966554
28/12/2025;13:13:54;Voiture;Sabines;175;285;Open;43.58383263;3.8602246
28/12/2025;13:13:54;Voiture;Sablassou;275;379;Open;43.63419194;3.92229536
28/12/2025;13:13:54;Voiture;Saint Jean Le Sec;238;285;Open;43.57082225;3.8379312
28/12/2025;13:13:54;Voiture;Euromedecine;184;239;Open;43.63895359;3.82772365
28/12/2025;13:13:54;Voiture;Occitanie;546;615;Open;43.63456232;3.84859796
28/12/2025;13:13:54;Voiture;Vicarello;50;64;Open;43.63286;3.898411
28/12/2025;13:13:54;Voiture;Gaumont EST;74;109;Open;43.604526;3.91529
28/12/2025;13:13:54;Voiture;Gaumont OUEST;5;250;Open;43.604824;3.914158
28/12/2025;13:13:54;Voiture;Charles de Gaulle;170;260;Open;43.6285421;3.8977621
28/12/2025;13:13:54;Voiture;Polygone;1286;1911;Open;43.607697;3.88515
28/12/2025;13:13:54;Voiture;Arc de Triomphe;125;440;Open;43.61100267;3.8732007
28/12/2025;13:13:54;Voiture;Gaumont-Circe;199;500;Open;43.60495377;3.9178495
28/12/2025;13:23:54;Voiture;Antigone;166;239;Open;43.60871606;3.88881893
28/12/2025;13:23:54;Voiture;Comedie;343;664;Open;43.60856092;3.87976196
28/12/2025;13:23:54;Voiture;Corum;304;480;Open;43.61388821;3.88225773
28/12/2025;13:23:54;Voiture;Europa;499;591;Open;43.60784971;3.89253074
28/12/2025;13:23:54;Voiture;Foch;539;620;Open;43.61074912;3.87657084
28/12/2025;13:23:54;Voiture;Gambetta;189;452;Open;43.60695138;3.87137436
28/12/2025;13:23:54;Voiture;Gare;409;656;Open;43.604024;3.87891
28/12/2025;13:23:54;Voiture;Triangle;319;434;Open;43.60923384;3.88184418
28/12/2025;13:23:54;Voiture;Pitot;420;590;Open;43.61224494;3.87019117
28/12/2025;13:23:54;Voiture;Circe;983;1200;Open;43.60495377;3.9178495
28/12/2025;13:23:54;Voiture;Garcia Lorca;379;400;Open;43.59098509;3.8907158
28/12/2025;13:23:54;Voiture;Mosson;266;328;Open;43.61623716;3.81966554
28/12/2025;13:23:54;Voiture;Sabines;171;285;Open;43.58383263;3.8602246
28/12/2025;13:23:54;Voiture;Sablassou;276;379;Open;43.63419194;3.92229536
28/12/2025;13:23:54;Voiture;Saint Jean Le Sec;238;285;Open;43.57082225;3.8379312
28/12/2025;13:23:54;Voiture;Euromedecine;184;239;Open;43.63895359;3.82772365
28/12/2025;13:23:54;Voiture;Occitanie;543;615;Open;43.63456232;3.84859796
28/12/2025;13:23:54;Voiture;Vicarello;50;64;Open;43.63286;3.898411
28/12/2025;13:23:54;Voiture;Gaumont EST;74;109;Open;43.604526;3.91529
28/12/2025;13:23:54;Voiture;Gaumont OUEST;5;250;Open;43.604824;3.914158
28/12/2025;13:23:54;Voiture;Charles de Gaulle;169;260;Open;43.6285421;3.8977621
28/12/2025;13:23:54;Voiture;Polygone;1284;1911;Open;43.607697;3.88515
28/12/2025;13:23:54;Voiture;Arc de Triomphe;128;440;Open;43.61100267;3.8732007
28/12/2025;13:23:54;Voiture;Gaumont-Circe;199;500;Open;43.60495377;3.9178495
28/12/2025;13:33:54;Voiture;Antigone;167;239;Open;43.60871606;3.88881893
28/12/2025;13:33:54;Voiture;Comedie;338;664;Open;43.60856092;3.87976196
28/12/2025;13:33:54;Voiture;Corum;298;480;Open;43.61388821;3.88225773
28/12/2025;13:33:54;Voiture;Europa;498;591;Open;43.60784971;3.89253074
28/12/2025;13:33:54;Voiture;Foch;535;620;Open;43.61074912;3.87657084
28/12/2025;13:33:54;Voiture;Gambetta;190;452;Open;43.60695138;3.87137436
28/12/2025;13:33:54;Voiture;Gare;408;656;Open;43.604024;3.87891
28/12/2025;13:33:54;Voiture;Triangle;317;434;Open;43.60923384;3.88184418
28/12/2025;13:33:54;Voiture;Pitot;417;590;Open;43.61224494;3.87019117
28/12/2025;13:33:54;Voiture;Circe;983;1200;Open;43.60495377;3.9178495
28/12/2025;13:33:54;Voiture;Garcia Lorca;377;400;Open;43.59098509;3.8907158
28/12/2025;13:33:54;Voiture;Mosson;274;328;Open;43.61623716;3.81966554
28/12/2025;13:33:54;Voiture;Sabines;172;285;Open;43.58383263;3.8602246
28/12/2025;13:33:54;Voiture;Sablassou;275;379;Open;43.63419194;3.92229536
28/12/2025;13:33:54;Voiture;Saint Jean Le Sec;237;285;Open;43.57082225;3.8379312
28/12/2025;13:33:54;Voiture;Euromedecine;183;239;Open;43.63895359;3.82772365
28/12/2025;13:33:54;Voiture;Occitanie;543;615;Open;43.63456232;3.84859796
28/12/2025;13:33:54;Voiture;Vicarello;51;64;Open;43.63286;3.898411
28/12/2025;13:33:54;Voiture;Gaumont EST;74;109;Open;43.604526;3.91529
28/12/2025;13:33:54;Voiture;Gaumont OUEST;5;250;Open;43.604824;3.914158
28/12/2025;13:33:54;Voiture;Charles de Gaulle;171;260;Open;43.6285421;3.8977621
28/12/2025;13:33:54;Voiture;Polygone;1279;1911;Open;43.607697;3.88515
28/12/2025;13:33:54;Voiture;Arc de Triomphe;130;440;Open;43.61100267;3.8732007
28/12/2025;13:33:54;Voiture;Gaumont-Circe;199;500;Open;43.60495377;3.9178495
28/12/2025;13:43:54;Voiture;Antigone;168;239;Open;43.60871606;3.88881893
28/12/2025;13:43:54;Voiture;Comedie;339;664;Open;43.60856092;3.87976196
28/12/2025;13:43:54;Voiture;Corum;295;480;Open;43.61388821;3.88225773
28/12/2025;13:43:54;Voiture;Europa;502;591;Open;43.60784971;3.89253074
28/12/2025;13:43:54;Voiture;Foch;532;620;Open;43.61074912;3.87657084
28/12/2025;13:43:54;Voiture;Gambetta;184;452;Open;43.60695138;3.87137436
28/12/2025;13:43:54;Voiture;Gare;392;656;Open;43.604024;3.87891
28/12/2025;13:43:54;Voiture;Triangle;319;434;Open;43.60923384;3.88184418
28/12/2025;13:43:54;Voiture;Pitot;422;590;Open;43.61224494;3.87019117
28/12/2025;13:43:54;Voiture;Circe;986;1200;Open;43.60495377;3.9178495
28/12/2025;13:43:54;Voiture;Garcia Lorca;376;400;Open;43.59098509;3.8907158
28/12/2025;13:43:54;Voiture;Mosson;284;328;Open;43.61623716;3.81966554
28/12/2025;13:43:54;Voiture;Sabines;173;285;Open;43.58383263;3.8602246
28/12/2025;13:43:54;Voiture;Sablassou;274;379;Open;43.63419194;3.92229536
28/12/2025;13:43:54;Voiture;Saint Jean Le Sec;236;285;Open;43.57082225;3.8379312
28/12/2025;13:43:54;Voiture;Euromedecine;183;239;Open;43.63895359;3.82772365
28/12/2025;13:43:54;Voiture;Occitanie;540;615;Open;43.63456232;3.84859796
28/12/2025;13:43:54;Voiture;Vicarello;51;64;Open;43.63286;3.898411
28/12/2025;13:43:54;Voiture;Gaumont EST;74;109;Open;43.604526;3.91529
28/12/2025;13:43:54;Voiture;Gaumont OUEST;5;250;Open;43.604824;3.914158
28/12/2025;13:43:54;Voiture;Charles de Gaulle;172;260;Open;43.6285421;3.8977621
28/12/2025;13:43:54;Voiture;Polygone;1284;1911;Open;43.607697;3.88515
28/12/2025;13:43:54;Voiture;Arc de Triomphe;136;440;Open;43.61100267;3.8732007
28/12/2025;13:43:54;Voiture;Gaumont-Circe;199;500;Open;43.60495377;3.9178495
28/12/2025;13:53:54;Voiture;Antigone;168;239;Open;43.60871606;3.88881893
28/12/2025;13:53:54;Voiture;Comedie;341;664;Open;43.60856092;3.87976196
28/12/2025;13:53:54;Voiture;Corum;293;480;Open;43.61388821;3.88225773
28/12/2025;13:53:54;Voiture;Europa;502;591;Open;43.60784971;3.89253074
28/12/2025;13:53:54;Voiture;Foch;532;620;Open;43.61074912;3.87657084
28/12/2025;13:53:54;Voiture;Gambetta;182;452;Open;43.60695138;3.87137436
28/12/2025;13:53:54;Voiture;Gare;389;656;Open;43.604024;3.87891
28/12/2025;13:53:54;Voiture;Triangle;312;434;Open;43.60923384;3.88184418
28/12/2025;13:53:54;Voiture;Pitot;425;590;Open;43.61224494;3.87019117
28/12/2025;13:53:54;Voiture;Circe;979;1200;Open;43.60495377;3.9178495
28/12/2025;13:53:54;Voiture;Garcia Lorca;376;400;Open;43.59098509;3.8907158
28/12/2025;13:53:54;Voiture;Mosson;290;328;Open;43.61623716;3.81966554
28/12/2025;13:53:54;Voiture;Sabines;173;285;Open;43.58383263;3.8602246
28/12/2025;13:53:54;Voiture;Sablassou;275;379;Open;43.63419194;3.92229536
28/12/2025;13:53:54;Voiture;Saint Jean Le Sec;235;285;Open;43.57082225;3.8379312
28/12/2025;13:53:54;Voiture;Euromedecine;183;239;Open;43.63895359;3.82772365
28/12/2025;13:53:54;Voiture;Occitanie;540;615;Open;43.63456232;3.84859796
28/12/2025;13:53:54;Voiture;Vicarello;51;64;Open;43.63286;3.898411
28/12/2025;13:53:54;Voiture;Gaumont EST;74;109;Open;43.604526;3.91529
28/12/2025;13:53:54;Voiture;Gaumont OUEST;5;250;Open;43.604824;3.914158
28/12/2025;13:53:54;Voiture;Charles de Gaulle;173;260;Open;43.6285421;3.8977621
28/12/2025;13:53:54;Voiture;Polygone;1266;1911;Open;43.607697;3.88515
28/12/2025;13:53:54;Voiture;Arc de Triomphe;140;440;Open;43.61100267;3.8732007
28/12/2025;13:53:54;Voiture;Gaumont-Circe;199;500;Open;43.60495377;3.9178495
28/12/2025;14:03:54;Voiture;Antigone;168;239;Open;43.60871606;3.88881893
28/12/2025;14:03:54;Voiture;Comedie;340;664;Open;43.60856092;3.87976196
28/12/2025;14:03:54;Voiture;Corum;292;480;Open;43.61388821;3.88225773
28/12/2025;14:03:54;Voiture;Europa;502;591;Open;43.60784971;3.89253074
28/12/2025;14:03:54;Voiture;Foch;536;620;Open;43.61074912;3.87657084
28/12/2025;14:03:54;Voiture;Gambetta;183;452;Open;43.60695138;3.87137436
28/12/2025;14:03:54;Voiture;Gare;407;656;Open;43.604024;3.87891
28/12/2025;14:03:54;Voiture;Triangle;317;434;Open;43.60923384;3.88184418
28/12/2025;14:03:54;Voiture;Pitot;421;590;Open;43.61224494;3.87019117
28/12/2025;14:03:54;Voiture;Circe;969;1200;Open;43.60495377;3.9178495
28/12/2025;14:03:54;Voiture;Garcia Lorca;376;400;Open;43.59098509;3.8907158
28/12/2025;14:03:54;Voiture;Mosson;295;328;Open;43.61623716;3.81966554
28/12/2025;14:03:54;Voiture;Sabines;171;285;Open;43.58383263;3.8602246
28/12/2025;14:03:54;Voiture;Sablassou;274;379;Open;43.63419194;3.92229536
28/12/2025;14:03:54;Voiture;Saint Jean Le Sec;235;285;Open;43.57082225;3.8379312
28/12/2025;14:03:54;Voiture;Euromedecine;183;239;Open;43.63895359;3.82772365
28/12/2025;14:03:54;Voiture;Occitanie;539;615;Open;43.63456232;3.84859796
28/12/2025;14:03:54;Voiture;Vicarello;52;64;Open;43.63286;3.898411
28/12/2025;14:03:54;Voiture;Gaumont EST;74;109;Open;43.604526;3.91529
28/12/2025;14:03:54;Voiture;Gaumont OUEST;5;250;Open;43.604824;3.914158
28/12/2025;14:03:54;Voiture;Charles de Gaulle;171;260;Open;43.6285421;3.8977621
28/12/2025;14:03:54;Voiture;Polygone;1259;1911;Open;43.607697;3.88515
28/12/2025;14:03:54;Voiture;Arc de Triomphe;137;440;Open;43.61100267;3.8732007
28/12/2025;14:03:54;Voiture;Gaumont-Circe;199;500;Open;43.60495377;3.9178495
28/12/2025;14:13:54;Voiture;Antigone;168;239;Open;43.60871606;3.88881893
28/12/2025;14:13:54;Voiture;Comedie;336;664;Open;43.60856092;3.87976196
28/12/2025;14:13:54;Voiture;Corum;292;480;Open;43.61388821;3.88225773
28/12/2025;14:13:54;Voiture;Europa;502;591;Open;43.60784971;3.89253074
28/12/2025;14:13:54;Voiture;Foch;530;620;Open;43.61074912;3.87657084
28/12/2025;14:13:54;Voiture;Gambetta;185;452;Open;43.60695138;3.87137436
28/12/2025;14:13:54;Voiture;Gare;403;656;Open;43.604024;3.87891
28/12/2025;14:13:54;Voiture;Triangle;315;434;Open;43.60923384;3.88184418
28/12/2025;14:13:54;Voiture;Pitot;421;590;Open;43.61224494;3.87019117
28/12/2025;14:13:54;Voiture;Circe;970;1200;Open;43.60495377;3.9178495
28/12/2025;14:13:54;Voiture;Garcia Lorca;375;400;Open;43.59098509;3.8907158
28/12/2025;14:13:54;Voiture;Mosson;298;328;Open;43.61623716;3.81966554
28/12/2025;14:13:54;Voiture;Sabines;170;285;Open;43.58383263;3.8602246
28/12/2025;14:13:54;Voiture;Sablassou;275;379;Open;43.63419194;3.92229536
28/12/2025;14:13:54;Voiture;Saint Jean Le Sec;233;285;Open;43.57082225;3.8379312
28/12/2025;14:13:54;Voiture;Euromedecine;181;239;Open;43.63895359;3.82772365
28/12/2025;14:13:54;Voiture;Occitanie;536;615;Open;43.63456232;3.84859796
28/12/2025;14:13:54;Voiture;Vicarello;52;64;Open;43.63286;3.898411
28/12/2025;14:13:54;Voiture;Gaumont EST;74;109;Open;43.604526;3.91529
28/12/2025;14:13:54;Voiture;Gaumont OUEST;5;250;Open;43.604824;3.914158
28/12/2025;14:13:54;Voiture;Charles de Gaulle;172;260;Open;43.6285421;3.8977621
28/12/2025;14:13:54;Voiture;Polygone;1254;1911;Open;43.607697;3.88515
28/12/2025;14:13:54;Voiture;Arc de Triomphe;137;440;Open;43.61100267;3.8732007
28/12/2025;14:13:54;Voiture;Gaumont-Circe;199;500;Open;43.60495377;3.9178495
28/12/2025;14:23:54;Voiture;Antigone;168;239;Open;43.60871606;3.88881893
28/12/2025;14:23:54;Voiture;Comedie;337;664;Open;43.60856092;3.87976196
28/12/2025;14:23:54;Voiture;Corum;293;480;Open;43.61388821;3.88225773
28/12/2025;14:23:54;Voiture;Europa;503;591;Open;43.60784971;3.89253074
28/12/2025;14:23:54;Voiture;Foch;536;620;Open;43.61074912;3.87657084
28/12/2025;14:23:54;Voiture;Gambetta;185;452;Open;43.60695138;3.87137436
28/12/2025;14:23:54;Voiture;Gare;418;656;Open;43.604024;3.87891
28/12/2025;14:23:54;Voiture;Triangle;310;434;Open;43.60923384;3.88184418
28/12/2025;14:23:54;Voiture;Pitot;418;590;Open;43.61224494;3.87019117
28/12/2025;14:23:54;Voiture;Circe;971;1200;Open;43.60495377;3.9178495
28/12/2025;14:23:54;Voiture;Garcia Lorca;375;400;Open;43.59098509;3.8907158
28/12/2025;14:23:54;Voiture;Mosson;299;328;Open;43.61623716;3.81966554
28/12/2025;14:23:54;Voiture;Sabines;165;285;Open;43.58383263;3.8602246
28/12/2025;14:23:54;Voiture;Sablassou;276;379;Open;43.63419194;3.92229536
28/12/2025;14:23:54;Voiture;Saint Jean Le Sec;231;285;Open;43.57082225;3.8379312
28/12/2025;14:23:54;Voiture;Euromedecine;182;239;Open;43.63895359;3.82772365
28/12/2025;14:23:54;Voiture;Occitanie;532;615;Open;43.63456232;3.84859796
28/12/2025;14:23:54;Voiture;Vicarello;52;64;Open;43.63286;3.898411
28/12/2025;14:23:54;Voiture;Gaumont EST;74;109;Open;43.604526;3.91529
28/12/2025;14:23:54;Voiture;Gaumont OUEST;5;250;Open;43.604824;3.914158
28/12/2025;14:23:54;Voiture;Charles de Gaulle;173;260;Open;43.6285421;3.8977621
28/12/2025;14:23:54;Voiture;Polygone;1240;1911;Open;43.607697;3.88515
28/12/2025;14:23:54;Voiture;Arc de Triomphe;139;440;Open;43.61100267;3.8732007
28/12/2025;14:23:54;Voiture;Gaumont-Circe;199;500;Open;43.60495377;3.9178495
28/12/2025;14:33:54;Voiture;Antigone;167;239;Open;43.60871606;3.88881893
28/12/2025;14:33:54;Voiture;Comedie;330;664;Open;43.60856092;3.87976196
28/12/2025;14:33:54;Voiture;Corum;288;480;Open;43.61388821;3.88225773
28/12/2025;14:33:54;Voiture;Europa;503;591;Open;43.60784971;3.89253074
28/12/2025;14:33:54;Voiture;Foch;535;620;Open;43.61074912;3.87657084
28/12/2025;14:33:54;Voiture;Gambetta;185;452;Open;43.60695138;3.87137436
28/12/2025;14:33:54;Voiture;Gare;425;656;Open;43.604024;3.87891
28/12/2025;14:33:54;Voiture;Triangle;308;434;Open;43.60923384;3.88184418
28/12/2025;14:33:54;Voiture;Pitot;414;590;Open;43.61224494;3.87019117
28/12/2025;14:33:54;Voiture;Circe;970;1200;Open;43.60495377;3.9178495
28/12/2025;14:33:54;Voiture;Garcia Lorca;376;400;Open;43.59098509;3.8907158
28/12/2025;14:33:54;Voiture;Mosson;299;328;Open;43.61623716;3.81966554
28/12/2025;14:33:54;Voiture;Sabines;170;285;Open;43.58383263;3.8602246
28/12/2025;14:33:54;Voiture;Sablassou;276;379;Open;43.63419194;3.92229536
28/12/2025;14:33:54;Voiture;Saint Jean Le Sec;231;285;Open;43.57082225;3.8379312
28/12/2025;14:33:54;Voiture;Euromedecine;181;239;Open;43.63895359;3.82772365
28/12/2025;14:33:54;Voiture;Occitanie;530;615;Open;43.63456232;3.84859796
28/12/2025;14:33:54;Voiture;Vicarello;52;64;Open;43.63286;3.898411
28/12/2025;14:33:54;Voiture;Gaumont EST;74;109;Open;43.604526;3.91529
28/12/2025;14:33:54;Voiture;Gaumont OUEST;5;250;Open;43.604824;3.914158
28/12/2025;14:33:54;Voiture;Charles de Gaulle;174;260;Open;43.6285421;3.8977621
28/12/2025;14:33:54;Voiture;Polygone;1220;1911;Open;43.607697;3.88515
28/12/2025;14:33:54;Voiture;Arc de Triomphe;139;440;Open;43.61100267;3.8732007
28/12/2025;14:33:54;Voiture;Gaumont-Circe;199;500;Open;43.60495377;3.9178495
28/12/2025;14:43:54;Voiture;Antigone;166;239;Open;43.60871606;3.88881893
28/12/2025;14:43:54;Voiture;Comedie;330;664;Open;43.60856092;3.87976196
28/12/2025;14:43:54;Voiture;Corum;288;480;Open;43.61388821;3.88225773
28/12/2025;14:43:54;Voiture;Europa;503;591;Open;43.60784971;3.89253074
28/12/2025;14:43:54;Voiture;Foch;535;620;Open;43.61074912;3.87657084
28/12/2025;14:43:54;Voiture;Gambetta;186;452;Open;43.60695138;3.87137436
28/12/2025;14:43:54;Voiture;Gare;413;656;Open;43.604024;3.87891
28/12/2025;14:43:54;Voiture;Triangle;308;434;Open;43.60923384;3.88184418
28/12/2025;14:43:54;Voiture;Pitot;409;590;Open;43.61224494;3.87019117
28/12/2025;14:43:54;Voiture;Circe;966;1200;Open;43.60495377;3.9178495
28/12/2025;14:43:54;Voiture;Garcia Lorca;376;400;Open;43.59098509;3.8907158
